Datetime,Open,High,Low,Close,Adj Close,Volume
2024-04-15 07:00:00-04:00,5188.75,5192.25,5188.5,5190.0,5190.0,1979
2024-04-15 07:05:00-04:00,5190.0,5192.25,5188.0,5190.75,5190.75,2085
2024-04-15 07:10:00-04:00,5190.75,5192.25,5190.5,5191.0,5191.0,1070
2024-04-15 07:15:00-04:00,5190.75,5192.5,5190.0,5191.25,5191.25,2119
2024-04-15 07:20:00-04:00,5191.25,5192.25,5190.75,5191.5,5191.5,1007
2024-04-15 07:25:00-04:00,5191.5,5197.75,5191.5,5195.5,5195.5,5975
2024-04-15 07:30:00-04:00,5195.75,5196.25,5192.0,5192.75,5192.75,2166
2024-04-15 07:35:00-04:00,5193.0,5196.25,5193.0,5195.5,5195.5,1878
2024-04-15 07:40:00-04:00,5195.25,5198.0,5194.0,5197.0,5197.0,3054
2024-04-15 07:45:00-04:00,5197.0,5197.0,5194.5,5195.75,5195.75,1814
2024-04-15 07:50:00-04:00,5195.75,5196.25,5194.0,5194.0,5194.0,2114
2024-04-15 07:55:00-04:00,5194.0,5196.0,5193.5,5195.75,5195.75,2014
2024-04-15 08:00:00-04:00,5195.75,5196.25,5193.0,5194.25,5194.25,2187
2024-04-15 08:05:00-04:00,5194.5,5196.75,5194.5,5195.5,5195.5,2102
2024-04-15 08:10:00-04:00,5195.5,5196.25,5195.0,5195.25,5195.25,1609
2024-04-15 08:15:00-04:00,5195.25,5198.25,5194.75,5196.5,5196.5,2326
2024-04-15 08:20:00-04:00,5196.25,5199.0,5195.75,5198.25,5198.25,3414
2024-04-15 08:25:00-04:00,5198.25,5199.5,5196.75,5197.75,5197.75,3252
2024-04-15 08:30:00-04:00,5197.5,5205.0,5189.5,5203.0,5203.0,21972
2024-04-15 08:35:00-04:00,5203.0,5212.0,5202.75,5204.25,5204.25,18496
2024-04-15 08:40:00-04:00,5204.5,5208.25,5203.75,5205.0,5205.0,7132
2024-04-15 08:45:00-04:00,5204.75,5206.75,5203.5,5204.5,5204.5,4814
2024-04-15 08:50:00-04:00,5204.5,5207.75,5201.75,5207.0,5207.0,6834
2024-04-15 08:55:00-04:00,5207.0,5209.0,5204.75,5207.25,5207.25,5937
2024-04-15 09:00:00-04:00,5207.0,5211.5,5207.0,5210.0,5210.0,7225
2024-04-15 09:05:00-04:00,5210.0,5213.0,5208.5,5208.5,5208.5,8830
2024-04-15 09:10:00-04:00,5208.75,5212.0,5208.75,5211.5,5211.5,5255
2024-04-15 09:15:00-04:00,5211.5,5213.0,5210.0,5210.0,5210.0,4868
2024-04-15 09:20:00-04:00,5210.25,5211.75,5209.5,5210.25,5210.25,3777
2024-04-15 09:25:00-04:00,5210.25,5213.25,5208.25,5211.25,5211.25,10712
2024-04-15 09:30:00-04:00,5211.0,5213.0,5203.5,5204.0,5204.0,51789
2024-04-15 09:35:00-04:00,5204.0,5207.75,5201.75,5206.75,5206.75,26627
2024-04-15 09:40:00-04:00,5207.0,5212.75,5207.0,5210.5,5210.5,23930
2024-04-15 09:45:00-04:00,5210.5,5212.25,5202.75,5207.25,5207.25,27436
2024-04-15 09:50:00-04:00,5207.25,5210.5,5206.75,5209.75,5209.75,20918
2024-04-15 09:55:00-04:00,5209.75,5210.5,5205.25,5209.0,5209.0,16136
2024-04-15 10:00:00-04:00,5209.0,5210.75,5207.25,5209.25,5209.25,12214
2024-04-15 10:05:00-04:00,5206.0,5206.75,5190.5,5190.5,5190.5,38478
2024-04-15 10:10:00-04:00,5190.25,5191.75,5179.0,5184.5,5184.5,44006
2024-04-15 10:15:00-04:00,5184.75,5194.5,5184.25,5190.75,5190.75,25275
2024-04-15 10:20:00-04:00,5191.0,5191.5,5182.25,5186.25,5186.25,22577
2024-04-15 10:25:00-04:00,5186.5,5187.75,5181.5,5185.25,5185.25,22479
2024-04-15 10:30:00-04:00,5185.5,5189.75,5182.0,5182.0,5182.0,25833
2024-04-15 10:35:00-04:00,5182.0,5186.5,5174.0,5176.5,5176.5,37984
2024-04-15 10:40:00-04:00,5176.75,5182.25,5175.5,5180.25,5180.25,32094
2024-04-15 10:45:00-04:00,5180.25,5183.0,5174.5,5181.75,5181.75,26440
2024-04-15 10:50:00-04:00,5182.0,5182.25,5172.75,5173.5,5173.5,23157
2024-04-15 10:55:00-04:00,5173.5,5177.25,5169.75,5170.5,5170.5,17078
2024-04-15 11:00:00-04:00,5170.5,5174.0,5167.75,5172.75,5172.75,20098
2024-04-15 11:05:00-04:00,5172.5,5173.75,5169.5,5169.75,5169.75,13061
2024-04-15 11:10:00-04:00,5170.0,5174.75,5169.75,5172.0,5172.0,14691
2024-04-15 11:15:00-04:00,5172.0,5172.75,5169.0,5171.5,5171.5,12818
2024-04-15 11:20:00-04:00,5171.25,5171.75,5167.25,5169.75,5169.75,11639
2024-04-15 11:25:00-04:00,5169.75,5175.5,5168.5,5175.25,5175.25,16890
2024-04-15 11:30:00-04:00,5175.25,5181.5,5174.5,5180.5,5180.5,19563
2024-04-15 11:35:00-04:00,5180.5,5182.75,5177.0,5179.25,5179.25,22414
2024-04-15 11:40:00-04:00,5179.25,5182.25,5175.5,5176.5,5176.5,9359
2024-04-15 11:45:00-04:00,5176.75,5180.5,5175.75,5176.5,5176.5,8906
2024-04-15 11:50:00-04:00,5176.5,5185.25,5175.75,5185.0,5185.0,12059
2024-04-15 11:55:00-04:00,5184.75,5185.5,5181.75,5182.75,5182.75,9381
2024-04-15 12:00:00-04:00,5182.5,5185.5,5181.0,5185.25,5185.25,7518
2024-04-15 12:05:00-04:00,5185.25,5185.25,5181.75,5184.75,5184.75,6060
2024-04-15 12:10:00-04:00,5184.5,5185.5,5181.75,5183.5,5183.5,6622
2024-04-15 12:15:00-04:00,5183.25,5184.5,5175.75,5176.25,5176.25,11078
2024-04-15 12:20:00-04:00,5176.25,5178.5,5165.0,5166.0,5166.0,17869
2024-04-15 12:25:00-04:00,5166.25,5167.75,5162.75,5165.0,5165.0,16726
2024-04-15 12:30:00-04:00,5165.25,5165.5,5158.75,5160.5,5160.5,13647
2024-04-15 12:35:00-04:00,5158.25,5159.5,5155.25,5157.75,5157.75,19687
2024-04-15 12:40:00-04:00,5158.0,5161.5,5153.75,5156.0,5156.0,16181
2024-04-15 12:45:00-04:00,5155.75,5159.5,5153.75,5156.75,5156.75,12409
2024-04-15 12:50:00-04:00,5156.5,5159.5,5155.5,5158.25,5158.25,10401
2024-04-15 12:55:00-04:00,5158.0,5161.0,5156.0,5159.5,5159.5,7748
2024-04-15 13:00:00-04:00,5159.5,5161.0,5154.5,5158.75,5158.75,10839
2024-04-15 13:05:00-04:00,5158.5,5164.75,5158.25,5163.0,5163.0,10371
2024-04-15 13:10:00-04:00,5163.25,5163.25,5155.0,5155.75,5155.75,15518
2024-04-15 13:15:00-04:00,5155.75,5156.25,5144.5,5145.25,5145.25,22113
2024-04-15 13:20:00-04:00,5145.0,5145.75,5137.0,5137.5,5137.5,32569
2024-04-15 13:25:00-04:00,5137.75,5139.25,5123.75,5124.25,5124.25,35792
2024-04-15 13:30:00-04:00,5124.25,5124.5,5114.0,5120.0,5120.0,53376
2024-04-15 13:35:00-04:00,5120.25,5127.0,5116.25,5116.75,5116.75,36123
2024-04-15 13:40:00-04:00,5116.75,5125.0,5113.5,5117.25,5117.25,33513
2024-04-15 13:45:00-04:00,5117.0,5121.0,5111.5,5113.5,5113.5,22596
2024-04-15 13:50:00-04:00,5113.5,5118.75,5108.0,5117.25,5117.25,29052
2024-04-15 13:55:00-04:00,5117.0,5124.75,5115.25,5122.25,5122.25,26424
2024-04-15 14:00:00-04:00,5122.5,5123.0,5114.0,5117.75,5117.75,23501
2024-04-15 14:05:00-04:00,5118.25,5121.25,5112.5,5114.5,5114.5,21309
2024-04-15 14:10:00-04:00,5114.25,5114.75,5106.25,5109.75,5109.75,24587
2024-04-15 14:15:00-04:00,5109.75,5113.25,5106.5,5111.75,5111.75,26373
2024-04-15 14:20:00-04:00,5111.75,5114.75,5105.5,5107.25,5107.25,18772
2024-04-15 14:25:00-04:00,5107.0,5114.5,5107.0,5109.25,5109.25,15874
2024-04-15 14:30:00-04:00,5109.25,5119.25,5107.5,5118.0,5118.0,24170
2024-04-15 14:35:00-04:00,5118.0,5123.75,5114.25,5115.75,5115.75,22877
2024-04-15 14:40:00-04:00,5115.75,5120.0,5112.5,5113.5,5113.5,13937
2024-04-15 14:45:00-04:00,5113.5,5114.25,5107.5,5108.25,5108.25,12340
2024-04-15 14:50:00-04:00,5108.25,5109.25,5102.5,5103.25,5103.25,15204
2024-04-15 14:55:00-04:00,5103.25,5113.25,5103.0,5109.75,5109.75,15266
2024-04-15 15:00:00-04:00,5109.5,5111.25,5102.5,5103.0,5103.0,18121
2024-04-15 15:05:00-04:00,5103.0,5106.5,5100.75,5106.0,5106.0,19321
2024-04-15 15:10:00-04:00,5106.0,5108.0,5102.25,5103.25,5103.25,18082
2024-04-15 15:15:00-04:00,5103.0,5105.75,5094.0,5095.0,5095.0,24629
2024-04-15 15:20:00-04:00,5095.25,5107.25,5095.0,5104.75,5104.75,26371
2024-04-15 15:25:00-04:00,5104.75,5106.0,5100.0,5101.0,5101.0,15858
2024-04-15 15:30:00-04:00,5100.75,5111.25,5100.75,5106.75,5106.75,25609
2024-04-15 15:35:00-04:00,5107.0,5109.75,5103.5,5108.25,5108.25,17970
2024-04-15 15:40:00-04:00,5108.0,5108.75,5101.25,5102.25,5102.25,20043
2024-04-15 15:45:00-04:00,5102.25,5111.5,5100.75,5110.25,5110.25,24711
2024-04-15 15:50:00-04:00,5110.25,5110.25,5104.75,5107.75,5107.75,30094
2024-04-15 15:55:00-04:00,5108.0,5110.75,5102.75,5103.25,5103.25,83030
2024-04-15 16:00:00-04:00,5100.0,5101.5,5099.5,5100.0,5100.0,43134
2024-04-15 16:05:00-04:00,5100.0,5101.0,5099.25,5100.0,5100.0,9462
2024-04-15 16:10:00-04:00,5100.25,5101.0,5099.25,5099.75,5099.75,6957
2024-04-15 16:15:00-04:00,5099.75,5100.0,5098.5,5099.25,5099.25,3369
2024-04-15 16:20:00-04:00,5099.5,5099.5,5097.75,5099.0,5099.0,3319
2024-04-15 16:25:00-04:00,5099.0,5099.5,5098.0,5098.75,5098.75,1663
2024-04-15 16:30:00-04:00,5098.75,5098.75,5097.75,5098.25,5098.25,1567
2024-04-15 16:35:00-04:00,5098.25,5098.25,5095.75,5096.0,5096.0,2279
2024-04-15 16:40:00-04:00,5095.75,5097.0,5094.25,5095.25,5095.25,2100
2024-04-15 16:45:00-04:00,5095.25,5096.75,5095.25,5096.75,5096.75,1452
2024-04-15 16:50:00-04:00,5096.75,5099.0,5096.75,5098.75,5098.75,1606
2024-04-15 16:55:00-04:00,5099.0,5103.25,5099.0,5101.0,5101.0,10401
2024-04-15 18:00:00-04:00,5101.25,5106.25,5101.25,5102.25,5102.25,0
2024-04-15 18:05:00-04:00,5102.25,5104.0,5102.25,5103.0,5103.0,761
2024-04-15 18:10:00-04:00,5103.0,5106.25,5102.25,5105.75,5105.75,878
2024-04-15 18:15:00-04:00,5105.75,5105.75,5103.0,5104.25,5104.25,696
2024-04-15 18:20:00-04:00,5104.5,5105.0,5104.0,5104.75,5104.75,284
2024-04-15 18:25:00-04:00,5104.5,5105.75,5103.0,5103.5,5103.5,781
2024-04-15 18:30:00-04:00,5103.5,5105.25,5103.5,5104.75,5104.75,604
2024-04-15 18:35:00-04:00,5104.75,5105.5,5104.25,5104.25,5104.25,609
2024-04-15 18:40:00-04:00,5104.25,5104.75,5103.25,5104.25,5104.25,699
2024-04-15 18:45:00-04:00,5104.25,5106.0,5104.0,5104.25,5104.25,870
2024-04-15 18:50:00-04:00,5104.5,5105.5,5104.25,5104.75,5104.75,396
2024-04-15 18:55:00-04:00,5105.0,5105.5,5104.5,5105.25,5105.25,271
2024-04-15 19:00:00-04:00,5105.25,5105.5,5100.25,5102.5,5102.5,1465
2024-04-15 19:05:00-04:00,5102.5,5103.75,5102.0,5103.5,5103.5,418
2024-04-15 19:10:00-04:00,5103.75,5104.5,5101.75,5102.0,5102.0,362
2024-04-15 19:15:00-04:00,5102.25,5102.25,5094.5,5099.25,5099.25,3245
2024-04-15 19:20:00-04:00,5099.0,5101.25,5099.0,5101.0,5101.0,899
2024-04-15 19:25:00-04:00,5100.75,5102.0,5100.75,5101.75,5101.75,569
2024-04-15 19:30:00-04:00,5101.75,5103.0,5100.0,5101.75,5101.75,741
2024-04-15 19:35:00-04:00,5102.0,5103.25,5101.5,5103.0,5103.0,471
2024-04-15 19:40:00-04:00,5103.0,5104.0,5102.5,5103.0,5103.0,897
2024-04-15 19:45:00-04:00,5102.75,5105.0,5102.5,5104.75,5104.75,555
2024-04-15 19:50:00-04:00,5104.25,5104.5,5102.5,5103.5,5103.5,826
2024-04-15 19:55:00-04:00,5103.5,5103.75,5102.0,5102.75,5102.75,476
2024-04-15 20:00:00-04:00,5103.0,5107.0,5101.5,5106.0,5106.0,1513
2024-04-15 20:05:00-04:00,5106.25,5106.75,5105.5,5105.75,5105.75,1396
2024-04-15 20:10:00-04:00,5105.75,5106.5,5104.75,5106.0,5106.0,1041
2024-04-15 20:15:00-04:00,5106.0,5107.75,5105.0,5105.25,5105.25,857
2024-04-15 20:20:00-04:00,5105.5,5106.25,5103.25,5104.75,5104.75,756
2024-04-15 20:25:00-04:00,5104.5,5106.5,5104.0,5106.0,5106.0,628
2024-04-15 20:30:00-04:00,5106.0,5106.5,5104.5,5105.0,5105.0,1858
2024-04-15 20:35:00-04:00,5104.75,5106.25,5103.75,5104.0,5104.0,2228
2024-04-15 20:40:00-04:00,5104.0,5106.25,5104.0,5106.0,5106.0,893
2024-04-15 20:45:00-04:00,5106.0,5106.75,5104.75,5105.0,5105.0,511
2024-04-15 20:50:00-04:00,5105.0,5105.0,5102.75,5103.25,5103.25,803
2024-04-15 20:55:00-04:00,5103.0,5103.25,5102.25,5102.75,5102.75,1598
2024-04-15 21:00:00-04:00,5102.75,5103.75,5102.75,5102.75,5102.75,1076
2024-04-15 21:05:00-04:00,5102.75,5103.0,5097.25,5098.75,5098.75,3325
2024-04-15 21:10:00-04:00,5098.75,5098.75,5096.75,5097.25,5097.25,1423
2024-04-15 21:15:00-04:00,5097.5,5097.5,5095.5,5097.5,5097.5,1436
2024-04-15 21:20:00-04:00,5097.5,5100.25,5097.5,5099.25,5099.25,1090
2024-04-15 21:25:00-04:00,5099.25,5100.0,5098.25,5099.0,5099.0,524
2024-04-15 21:30:00-04:00,5099.25,5100.5,5099.0,5100.0,5100.0,747
2024-04-15 21:35:00-04:00,5100.0,5100.5,5099.5,5100.25,5100.25,422
2024-04-15 21:40:00-04:00,5100.0,5101.25,5098.5,5100.25,5100.25,1014
2024-04-15 21:45:00-04:00,5100.25,5102.25,5100.25,5101.25,5101.25,740
2024-04-15 21:50:00-04:00,5101.25,5102.5,5100.0,5100.75,5100.75,703
2024-04-15 21:55:00-04:00,5101.25,5101.25,5099.25,5100.25,5100.25,447
2024-04-15 22:00:00-04:00,5100.25,5101.25,5097.5,5097.5,5097.5,1150
2024-04-15 22:05:00-04:00,5097.5,5100.0,5097.25,5099.25,5099.25,882
2024-04-15 22:10:00-04:00,5099.5,5099.75,5098.0,5099.0,5099.0,859
2024-04-15 22:15:00-04:00,5098.75,5100.5,5098.75,5099.75,5099.75,652
2024-04-15 22:20:00-04:00,5099.75,5100.25,5099.0,5100.0,5100.0,410
2024-04-15 22:25:00-04:00,5100.0,5100.0,5085.5,5088.5,5088.5,5007
2024-04-15 22:30:00-04:00,5088.5,5093.75,5088.25,5093.5,5093.5,2530
2024-04-15 22:35:00-04:00,5093.75,5093.75,5081.25,5084.5,5084.5,4924
2024-04-15 22:40:00-04:00,5084.5,5090.25,5084.25,5088.25,5088.25,2855
2024-04-15 22:45:00-04:00,5088.5,5090.75,5088.25,5089.25,5089.25,1518
2024-04-15 22:50:00-04:00,5089.5,5092.5,5089.5,5091.75,5091.75,1353
2024-04-15 22:55:00-04:00,5091.5,5092.5,5091.0,5092.25,5092.25,1210
2024-04-15 23:00:00-04:00,5092.25,5092.5,5090.0,5090.25,5090.25,639
2024-04-15 23:05:00-04:00,5090.0,5090.5,5088.5,5089.25,5089.25,777
2024-04-15 23:10:00-04:00,5089.25,5089.75,5087.75,5088.25,5088.25,812
2024-04-15 23:15:00-04:00,5088.25,5090.25,5087.75,5089.25,5089.25,745
2024-04-15 23:20:00-04:00,5089.25,5091.5,5088.75,5089.75,5089.75,822
2024-04-15 23:25:00-04:00,5089.5,5090.25,5088.75,5090.0,5090.0,313
2024-04-15 23:30:00-04:00,5090.0,5090.0,5087.5,5088.0,5088.0,649
2024-04-15 23:35:00-04:00,5088.25,5090.5,5088.0,5089.0,5089.0,594
2024-04-15 23:40:00-04:00,5089.25,5089.25,5086.75,5089.0,5089.0,690
2024-04-15 23:45:00-04:00,5089.25,5092.75,5089.0,5092.5,5092.5,696
2024-04-15 23:50:00-04:00,5092.5,5092.5,5091.25,5091.25,5091.25,460
2024-04-15 23:55:00-04:00,5091.5,5093.5,5091.0,5092.5,5092.5,570
2024-04-16 00:00:00-04:00,5093.25,5093.25,5093.25,5093.25,5093.25,496
2024-04-16 00:05:00-04:00,5093.25,5093.25,5092.25,5092.25,5092.25,267
2024-04-16 00:10:00-04:00,5092.25,5093.0,5091.75,5092.5,5092.5,474
2024-04-16 00:15:00-04:00,5092.5,5092.75,5091.25,5092.5,5092.5,449
2024-04-16 00:20:00-04:00,5092.75,5093.0,5091.75,5092.75,5092.75,226
2024-04-16 00:25:00-04:00,5092.5,5092.75,5092.0,5092.25,5092.25,241
2024-04-16 00:30:00-04:00,5092.0,5092.5,5088.5,5089.5,5089.5,960
2024-04-16 00:35:00-04:00,5089.75,5094.25,5089.5,5094.0,5094.0,1127
2024-04-16 00:40:00-04:00,5094.25,5094.75,5090.25,5091.0,5091.0,814
2024-04-16 00:45:00-04:00,5091.25,5092.25,5090.25,5092.25,5092.25,297
2024-04-16 00:50:00-04:00,5092.25,5093.25,5092.25,5093.25,5093.25,361
2024-04-16 00:55:00-04:00,5093.5,5094.25,5093.0,5093.5,5093.5,438
2024-04-16 01:00:00-04:00,5093.75,5094.75,5093.0,5094.5,5094.5,1171
2024-04-16 01:05:00-04:00,5094.25,5097.75,5094.25,5097.5,5097.5,1166
2024-04-16 01:10:00-04:00,5097.75,5098.5,5096.75,5097.75,5097.75,579
2024-04-16 01:15:00-04:00,5097.75,5099.5,5097.0,5098.5,5098.5,651
2024-04-16 01:20:00-04:00,5098.75,5098.75,5097.25,5098.75,5098.75,408
2024-04-16 01:25:00-04:00,5098.75,5100.5,5098.5,5099.5,5099.5,809
2024-04-16 01:30:00-04:00,5099.75,5100.5,5098.75,5099.0,5099.0,756
2024-04-16 01:35:00-04:00,5099.0,5099.75,5098.0,5099.75,5099.75,485
2024-04-16 01:40:00-04:00,5099.75,5100.5,5098.75,5098.75,5098.75,575
2024-04-16 01:45:00-04:00,5099.0,5100.0,5098.5,5099.25,5099.25,432
2024-04-16 01:50:00-04:00,5099.5,5100.0,5099.25,5099.25,5099.25,403
2024-04-16 01:55:00-04:00,5099.5,5100.25,5098.25,5098.25,5098.25,806
2024-04-16 02:00:00-04:00,5098.25,5099.5,5096.25,5096.75,5096.75,1390
2024-04-16 02:05:00-04:00,5096.75,5097.5,5095.5,5096.75,5096.75,956
2024-04-16 02:10:00-04:00,5096.5,5096.75,5094.5,5095.5,5095.5,1396
2024-04-16 02:15:00-04:00,5095.5,5096.5,5095.0,5095.5,5095.5,866
2024-04-16 02:20:00-04:00,5095.75,5097.0,5092.25,5095.0,5095.0,1602
2024-04-16 02:25:00-04:00,5095.0,5095.5,5094.0,5094.75,5094.75,494
2024-04-16 02:30:00-04:00,5094.5,5094.75,5089.0,5092.0,5092.0,2550
2024-04-16 02:35:00-04:00,5092.25,5092.5,5089.5,5092.5,5092.5,1361
2024-04-16 02:40:00-04:00,5092.75,5094.75,5092.25,5093.5,5093.5,1455
2024-04-16 02:45:00-04:00,5093.75,5095.25,5092.0,5092.5,5092.5,1240
2024-04-16 02:50:00-04:00,5092.5,5094.0,5091.0,5091.5,5091.5,1150
2024-04-16 02:55:00-04:00,5091.75,5093.5,5091.25,5092.25,5092.25,1195
2024-04-16 03:00:00-04:00,5092.25,5096.0,5090.25,5095.0,5095.0,3807
